# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "ID" "-a" "reference_genome/annotation.gff3" "-o" "results/day2_rnaseq/counts/featureCounts_all_samples.txt" "results/day2_rnaseq/bam/WTS_1.filtered.bam" "results/day2_rnaseq/bam/WTS_2.filtered.bam" "results/day2_rnaseq/bam/WTS_3.filtered.bam" "results/day2_rnaseq/bam/WT_1.filtered.bam" "results/day2_rnaseq/bam/WT_2.filtered.bam" "results/day2_rnaseq/bam/WT_3.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	results/day2_rnaseq/bam/WTS_1.filtered.bam	results/day2_rnaseq/bam/WTS_2.filtered.bam	results/day2_rnaseq/bam/WTS_3.filtered.bam	results/day2_rnaseq/bam/WT_1.filtered.bam	results/day2_rnaseq/bam/WT_2.filtered.bam	results/day2_rnaseq/bam/WT_3.filtered.bam
gene-OW489_RS07170	NZ_AP026446.1	1495993	1497630	-	1638	738	702	882	2196	3336	2003
gene-OW489_RS07175	NZ_AP026446.1	1497695	1498855	+	1161	863	1113	1059	300	395	287
gene-OW489_RS07180	NZ_AP026446.1	1498862	1499836	-	975	6372	5396	6126	8650	11760	7892
gene-OW489_RS07185	NZ_AP026446.1	1499857	1500048	-	192	57	142	128	128	113	129
gene-OW489_RS07190	NZ_AP026446.1	1500184	1500765	+	582	34	50	54	70	87	54
gene-OW489_RS07195	NZ_AP026446.1	1500855	1501349	+	495	3846	7565	7326	15343	13937	16019
gene-OW489_RS07200	NZ_AP026446.1	1501403	1501831	+	429	1187	2031	2224	1218	1633	1093
gene-OW489_RS07205	NZ_AP026446.1	1501928	1502449	+	522	0	0	0	0	0	0
gene-OW489_RS07210	NZ_AP026446.1	1502466	1503230	+	765	0	0	0	0	0	0
gene-OW489_RS07215	NZ_AP026446.1	1503245	1503778	-	534	178	144	186	70	264	46
gene-OW489_RS07220	NZ_AP026446.1	1503784	1504578	-	795	217	363	404	443	663	347
gene-OW489_RS07225	NZ_AP026446.1	1504593	1508294	-	3702	1562	3613	3823	3723	4304	2918
gene-OW489_RS07230	NZ_AP026446.1	1508317	1510404	-	2088	3093	4660	4694	4319	5414	3643
gene-OW489_RS07235	NZ_AP026446.1	1510512	1511573	-	1062	6408	8462	9466	3435	3970	3037
gene-OW489_RS07240	NZ_AP026446.1	1511585	1511992	-	408	6421	7884	9319	2839	3682	2660
gene-OW489_RS07245	NZ_AP026446.1	1512130	1514748	+	2619	2764	2545	2679	5438	6656	5214
gene-OW489_RS07250	NZ_AP026446.1	1514763	1516109	+	1347	1414	1410	1636	3483	4589	3667
gene-OW489_RS07255	NZ_AP026446.1	1516183	1516413	+	231	2905	4557	4623	3524	4144	3476
gene-OW489_RS07260	NZ_AP026446.1	1516430	1516780	+	351	1873	3746	3828	2418	2844	2791
gene-OW489_RS07265	NZ_AP026446.1	1516781	1517335	+	555	580	388	390	141	151	149
gene-OW489_RS07270	NZ_AP026446.1	1517336	1518025	+	690	1315	1418	1565	227	380	229
gene-OW489_RS07275	NZ_AP026446.1	1518047	1518403	+	357	1877	4281	4171	3056	2044	3531
gene-OW489_RS07285	NZ_AP026446.1	1520234	1521737	+	1504	0	0	0	0	0	0
gene-OW489_RS07290	NZ_AP026446.1	1522664	1523965	+	1302	72	127	122	458	926	368
gene-OW489_RS07295	NZ_AP026446.1	1524005	1526602	+	2598	48	71	109	104	146	89
gene-OW489_RS07300	NZ_AP026446.1	1526604	1527515	+	912	71	62	66	71	147	87
gene-OW489_RS07305	NZ_AP026446.1	1527512	1528150	+	639	4	9	8	6	5	7
gene-OW489_RS07310	NZ_AP026446.1	1528156	1528950	+	795	3812	3615	4178	2215	3126	2189
gene-OW489_RS07315	NZ_AP026446.1	1528953	1529825	+	873	1985	1465	1706	1601	2616	1700
gene-OW489_RS07320	NZ_AP026446.1	1529935	1530369	+	435	3698	4231	3975	1730	1506	1662
gene-OW489_RS07325	NZ_AP026446.1	1530373	1530888	+	516	4889	5160	5362	3080	4334	2767
gene-OW489_RS07330	NZ_AP026446.1	1530889	1531431	+	543	1102	1283	1224	736	954	742
gene-OW489_RS07335	NZ_AP026446.1	1531454	1532965	+	1512	20223	17214	16560	13273	13884	12391
gene-OW489_RS07340	NZ_AP026446.1	1532984	1533889	+	906	5995	8007	8306	6348	8610	6174
gene-OW489_RS07345	NZ_AP026446.1	1533918	1535318	+	1401	9429	8940	8858	8099	9565	9036
gene-OW489_RS07350	NZ_AP026446.1	1535329	1535700	+	372	1948	1671	1664	1269	914	1473
gene-OW489_RS07355	NZ_AP026446.1	1535711	1536280	+	570	2524	3963	4338	2987	5261	2997
gene-OW489_RS07360	NZ_AP026446.1	1536333	1536734	+	402	2132	3046	3268	1663	3099	1505
gene-OW489_RS07365	NZ_AP026446.1	1536753	1537565	+	813	1944	3187	3443	974	1574	832
gene-OW489_RS07370	NZ_AP026446.1	1537562	1538815	+	1254	3362	4916	5126	3226	4467	3090
gene-OW489_RS07375	NZ_AP026446.1	1538881	1539420	+	540	5279	8686	9319	10443	12199	10706
gene-OW489_RS07380	NZ_AP026446.1	1539428	1540423	+	996	7875	9481	10552	8382	11011	8342
gene-OW489_RS07385	NZ_AP026446.1	1540410	1540967	+	558	1059	1498	1592	1641	2504	1704
gene-OW489_RS07390	NZ_AP026446.1	1540999	1541205	+	207	346	507	592	530	1010	530
gene-OW489_RS07395	NZ_AP026446.1	1541269	1541472	+	204	73	165	182	89	169	81
gene-OW489_RS07400	NZ_AP026446.1	1541613	1542569	+	957	776	1266	1442	330	411	330
gene-OW489_RS07405	NZ_AP026446.1	1542699	1543133	+	435	2309	3612	3817	1590	2162	1425
gene-OW489_RS07410	NZ_AP026446.1	1543135	1544955	+	1821	6481	8306	9562	3517	3983	2750
gene-OW489_RS07415	NZ_AP026446.1	1545161	1546864	+	1704	2693	2968	4437	4222	9414	4304
gene-OW489_RS07420	NZ_AP026446.1	1547151	1547921	+	771	349	914	1040	1003	1588	989
gene-OW489_RS07430	NZ_AP026446.1	1549091	1551067	+	1977	504	570	578	772	805	624
gene-OW489_RS07435	NZ_AP026446.1	1551064	1551897	-	834	83	85	128	23	27	23
gene-OW489_RS07440	NZ_AP026446.1	1551969	1553291	-	1323	3673	2742	2832	1481	2019	1395
gene-OW489_RS07445	NZ_AP026446.1	1553401	1554345	-	945	11254	8428	9413	24459	33029	23024
gene-OW489_RS07450	NZ_AP026446.1	1554358	1555581	-	1224	14668	9360	10977	25426	38606	22438
gene-OW489_RS07455	NZ_AP026446.1	1555591	1555983	-	393	2488	2291	2563	6993	8139	6164
gene-OW489_RS07460	NZ_AP026446.1	1555999	1556559	-	561	1332	1273	1379	3279	5609	3296
gene-OW489_RS07465	NZ_AP026446.1	1556849	1557520	+	672	3231	2523	2726	2108	2261	2154
gene-OW489_RS07470	NZ_AP026446.1	1557527	1558834	-	1308	724	1425	1603	1364	2043	1460
gene-OW489_RS07475	NZ_AP026446.1	1559020	1560216	+	1197	398	562	603	311	346	360
gene-OW489_RS07480	NZ_AP026446.1	1560355	1561515	+	1161	28	48	56	19	41	22
gene-OW489_RS07485	NZ_AP026446.1	1561527	1562573	-	1047	2411	2686	2706	6360	5785	6250
gene-OW489_RS07490	NZ_AP026446.1	1562734	1563744	-	1011	2848	2408	2432	2963	4008	3044
gene-OW489_RS07495	NZ_AP026446.1	1563731	1564414	-	684	543	665	696	543	758	447
gene-OW489_RS07500	NZ_AP026446.1	1564425	1565702	-	1278	2392	4900	5135	3584	4950	3194
gene-OW489_RS07505	NZ_AP026446.1	1565768	1567594	+	1827	2506	1888	2114	3243	4876	3213
gene-OW489_RS07510	NZ_AP026446.1	1567613	1568239	+	627	0	0	2	9	12	9
gene-OW489_RS07515	NZ_AP026446.1	1568309	1569181	+	873	44	71	111	169	411	172
gene-OW489_RS07520	NZ_AP026446.1	1569368	1570120	-	753	144	212	187	87	94	83
gene-OW489_RS07525	NZ_AP026446.1	1570141	1571676	-	1536	193	330	363	454	635	377
gene-OW489_RS07530	NZ_AP026446.1	1571928	1572003	-	76	91	304	289	8	25	15
gene-OW489_RS07535	NZ_AP026446.1	1572019	1572095	-	77	0	0	0	0	0	0
gene-OW489_RS07540	NZ_AP026446.1	1572211	1573245	+	1035	1802	2508	2682	3226	3939	3176
gene-OW489_RS07545	NZ_AP026446.1	1573239	1573967	-	729	120	152	141	77	80	58
gene-OW489_RS07550	NZ_AP026446.1	1573968	1575005	-	1038	1121	1286	1230	803	1123	564
gene-OW489_RS07555	NZ_AP026446.1	1575016	1575645	-	630	1643	1335	1324	1395	1648	1285
gene-OW489_RS07560	NZ_AP026446.1	1575655	1576680	-	1026	2185	2602	2644	3255	3433	3155
gene-OW489_RS07565	NZ_AP026446.1	1576879	1576963	+	85	41	46	47	8	2	4
gene-OW489_RS07570	NZ_AP026446.1	1577000	1578127	-	1128	3379	2954	3458	1103	1584	902
gene-OW489_RS07575	NZ_AP026446.1	1578124	1578723	-	600	5321	5024	5787	3542	4832	3093
gene-OW489_RS08150	NZ_AP026446.1	1578817	1579023	-	207	46	167	156	10	21	17
gene-OW489_RS08155	NZ_AP026446.1	1579058	1579366	-	309	121	361	393	74	87	68
gene-OW489_RS07585	NZ_AP026446.1	1579366	1580328	-	963	1209	2302	2439	647	896	610
gene-OW489_RS07590	NZ_AP026446.1	1580421	1581788	-	1368	9258	6635	7052	6312	7951	6335
gene-OW489_RS07595	NZ_AP026446.1	1581793	1582263	-	471	1212	1151	1244	914	1113	920
gene-OW489_RS07600	NZ_AP026446.1	1582386	1582952	+	567	1368	1750	1725	1476	1836	1253
gene-OW489_RS07605	NZ_AP026446.1	1583111	1585339	+	2229	33	115	106	304	307	308
gene-OW489_RS07610	NZ_AP026446.1	1585363	1586043	-	681	359	421	424	256	275	181
gene-OW489_RS07615	NZ_AP026446.1	1586044	1586475	-	432	978	850	976	438	623	320
gene-OW489_RS07620	NZ_AP026446.1	1586531	1587538	+	1008	312	808	727	116	140	93
gene-OW489_RS07625	NZ_AP026446.1	1587611	1588282	+	672	953	1646	1797	2061	3069	1823
gene-OW489_RS07630	NZ_AP026446.1	1588291	1591101	+	2811	4595	6041	6586	4188	5956	3343
gene-OW489_RS07635	NZ_AP026446.1	1591111	1592484	+	1374	46	116	129	28	51	37
gene-OW489_RS07640	NZ_AP026446.1	1592503	1593849	-	1347	260	345	409	580	792	635
gene-OW489_RS07645	NZ_AP026446.1	1593915	1594745	-	831	1523	1256	1316	1847	2470	1705
gene-OW489_RS07650	NZ_AP026446.1	1594742	1595965	-	1224	4690	5112	5505	12085	14636	11287
gene-OW489_RS07655	NZ_AP026446.1	1596150	1596677	+	528	165	234	210	127	220	102
gene-OW489_RS07660	NZ_AP026446.1	1596685	1597431	-	747	4	55	54	45	58	29
gene-OW489_RS07665	NZ_AP026446.1	1597633	1597860	+	228	277	1126	1078	1623	1778	1465
gene-OW489_RS07670	NZ_AP026446.1	1597873	1598109	+	237	212	677	759	688	1049	676
gene-OW489_RS07675	NZ_AP026446.1	1598094	1599953	+	1860	684	900	832	538	678	440
gene-OW489_RS07680	NZ_AP026446.1	1600009	1600728	-	720	1057	893	820	2597	3438	2539
gene-OW489_RS07685	NZ_AP026446.1	1600780	1601421	-	642	4529	5540	5033	36534	46100	34960
gene-OW489_RS07690	NZ_AP026446.1	1601645	1602145	+	501	13822	11570	12982	20954	26224	21712
gene-OW489_RS07695	NZ_AP026446.1	1602408	1602905	-	498	840	1307	1300	2021	2689	1892
gene-OW489_RS07700	NZ_AP026446.1	1602902	1605337	-	2436	8214	7401	7517	11062	12821	10495
gene-OW489_RS07705	NZ_AP026446.1	1605395	1606330	-	936	2670	3314	3184	2422	2609	2217
gene-OW489_RS07710	NZ_AP026446.1	1606334	1607092	-	759	132	444	383	81	129	72
gene-OW489_RS07715	NZ_AP026446.1	1607094	1607762	-	669	1841	1521	1446	451	654	362
gene-OW489_RS07720	NZ_AP026446.1	1607772	1609622	-	1851	3656	4645	4542	2710	3620	2295
gene-OW489_RS07725	NZ_AP026446.1	1609632	1611206	-	1575	6361	5493	5488	3872	4412	3626
gene-OW489_RS07730	NZ_AP026446.1	1611222	1611761	-	540	276	540	553	236	418	210
gene-OW489_RS07735	NZ_AP026446.1	1611790	1613448	-	1659	30161	31361	32091	17898	21478	16879
gene-OW489_RS07740	NZ_AP026446.1	1613569	1614393	-	825	2866	2821	2953	2973	3848	2511
gene-OW489_RS07745	NZ_AP026446.1	1614383	1615672	-	1290	1416	1473	1591	1006	1345	817
gene-OW489_RS07750	NZ_AP026446.1	1615688	1617982	-	2295	2307	2669	3032	2729	3715	2221
gene-OW489_RS07755	NZ_AP026446.1	1617982	1618968	-	987	1957	2643	2712	2628	3070	2368
gene-OW489_RS07760	NZ_AP026446.1	1619049	1619363	+	315	781	1201	1124	1243	1216	1301
gene-OW489_RS07765	NZ_AP026446.1	1619382	1620704	+	1323	2101	2043	1842	1666	1846	1775
gene-OW489_RS07770	NZ_AP026446.1	1620730	1621320	+	591	1268	1485	1627	997	1321	896
gene-OW489_RS07780	NZ_AP026446.1	1623044	1623532	+	489	373	574	600	752	1115	816
gene-OW489_RS07785	NZ_AP026446.1	1623543	1625069	+	1527	1951	1448	1538	1429	2151	1656
gene-OW489_RS07790	NZ_AP026446.1	1625148	1625897	+	750	9	14	18	21	46	24
gene-OW489_RS07795	NZ_AP026446.1	1626082	1626159	+	78	109	165	167	35	37	22
gene-OW489_RS07800	NZ_AP026446.1	1626227	1626303	+	77	293	1044	1023	89	131	85
gene-OW489_RS07805	NZ_AP026446.1	1626363	1626439	+	77	162	597	596	66	76	83
gene-OW489_RS07810	NZ_AP026446.1	1626458	1626534	+	77	331	652	712	44	51	45
gene-OW489_RS07815	NZ_AP026446.1	1627054	1628925	+	1872	3229	3606	3928	2960	3894	2959
gene-OW489_RS07820	NZ_AP026446.1	1628928	1630097	-	1170	4487	4672	5001	4235	5646	3909
gene-OW489_RS07825	NZ_AP026446.1	1630266	1632209	+	1944	6532	5255	5680	5343	7088	4989
gene-OW489_RS07830	NZ_AP026446.1	1632210	1633217	+	1008	521	559	575	455	618	420
gene-OW489_RS07835	NZ_AP026446.1	1633221	1634006	+	786	603	709	710	432	457	354
gene-OW489_RS07840	NZ_AP026446.1	1634023	1634451	+	429	411	572	547	340	418	329
gene-OW489_RS07845	NZ_AP026446.1	1634456	1635625	+	1170	1398	2034	2108	996	1538	925
gene-OW489_RS07850	NZ_AP026446.1	1635640	1637487	+	1848	3334	3363	3199	2545	3194	2490
gene-OW489_RS07855	NZ_AP026446.1	1637609	1638484	-	876	0	0	0	0	0	0
gene-OW489_RS07880	NZ_AP026446.1	1641777	1642565	+	789	0	0	0	0	0	0
gene-OW489_RS07885	NZ_AP026446.1	1642669	1643148	+	480	0	0	0	0	0	0
gene-OW489_RS07890	NZ_AP026446.1	1643145	1643429	+	285	0	0	0	0	0	0
gene-OW489_RS07895	NZ_AP026446.1	1643440	1643703	+	264	0	0	0	0	0	0
gene-OW489_RS07900	NZ_AP026446.1	1643714	1643950	+	237	0	0	0	0	0	0
gene-OW489_RS07905	NZ_AP026446.1	1643950	1646532	+	2583	0	0	0	0	0	0
gene-OW489_RS07910	NZ_AP026446.1	1646529	1646663	+	135	0	0	0	0	0	0
gene-OW489_RS07915	NZ_AP026446.1	1646656	1647825	+	1170	0	0	0	0	0	0
gene-OW489_RS07920	NZ_AP026446.1	1647822	1649498	+	1677	0	0	0	0	0	0
gene-OW489_RS07925	NZ_AP026446.1	1649495	1650697	+	1203	0	0	0	0	0	0
gene-OW489_RS07930	NZ_AP026446.1	1650681	1652930	+	2250	0	0	0	0	0	0
gene-OW489_RS07935	NZ_AP026446.1	1652943	1653920	+	978	0	0	0	0	0	0
gene-OW489_RS07940	NZ_AP026446.1	1653938	1654210	+	273	0	0	0	0	0	0
gene-OW489_RS07945	NZ_AP026446.1	1654215	1655159	+	945	0	0	0	0	0	0
gene-OW489_RS07950	NZ_AP026446.1	1655156	1655674	+	519	0	0	0	0	0	0
gene-OW489_RS07955	NZ_AP026446.1	1655671	1657935	+	2265	0	0	0	0	0	0
gene-OW489_RS07960	NZ_AP026446.1	1657955	1666555	+	8601	0	0	0	0	0	0
gene-OW489_RS07965	NZ_AP026446.1	1666890	1668950	+	2061	0	0	0	0	0	0
gene-OW489_RS07970	NZ_AP026446.1	1669005	1669475	+	471	0	0	0	0	0	0
gene-OW489_RS07980	NZ_AP026446.1	1670357	1670929	-	573	0	0	0	0	0	0
gene-OW489_RS07985	NZ_AP026446.1	1670907	1671284	-	378	0	0	0	0	0	0
gene-OW489_RS07990	NZ_AP026446.1	1671346	1671996	-	651	0	0	0	0	0	0
gene-OW489_RS07995	NZ_AP026446.1	1672634	1672798	+	165	0	0	0	0	0	0
gene-OW489_RS08000	NZ_AP026446.1	1672799	1673866	+	1068	0	0	0	0	0	0
gene-OW489_RS08005	NZ_AP026446.1	1673866	1675872	+	2007	0	0	0	0	0	0
gene-OW489_RS08010	NZ_AP026446.1	1675882	1677315	+	1434	0	0	0	0	0	0
gene-OW489_RS08015	NZ_AP026446.1	1677312	1678562	+	1251	0	0	0	0	0	0
gene-OW489_RS08020	NZ_AP026446.1	1678559	1679815	+	1257	0	0	0	0	0	0
gene-OW489_RS08025	NZ_AP026446.1	1679837	1680565	-	729	0	0	0	0	0	0
gene-OW489_RS08030	NZ_AP026446.1	1680794	1681771	+	978	0	0	0	0	0	0
gene-OW489_RS08035	NZ_AP026446.1	1682089	1683156	-	1068	0	2	7	0	0	0
gene-OW489_RS08040	NZ_AP026446.1	1684232	1686232	-	2001	0	0	0	0	0	0
gene-OW489_RS08050	NZ_AP026446.1	1688292	1690754	+	2463	219	178	180	172	190	168
gene-OW489_RS08060	NZ_AP026446.1	1691837	1692946	+	1110	0	0	0	0	0	0
gene-OW489_RS08070	NZ_AP026446.1	1693289	1693915	-	627	104	117	177	151	446	183
gene-OW489_RS08075	NZ_AP026446.1	1693939	1695732	-	1794	1809	1444	1597	1778	3181	1807
gene-OW489_RS08080	NZ_AP026446.1	1695733	1695972	-	240	40	103	72	106	58	116
gene-OW489_RS08085	NZ_AP026446.1	1696008	1696550	-	543	0	0	2	1	0	0
